layer,design,baseline,percent,mean_overlap,min_overlap,max_overlap,groups,query_rows,boundary_tie_rows
0,drum4,float,45,0.9788987556285474,0.8717948717948718,0.9891402714932125,1200,111240,8
0,drum4,float,50,0.9811417880843493,0.8695652173913043,0.990668402777778,1200,111240,2
0,drum4,quantized_exact,5,0.9461250431890482,0.4,0.9886363636363636,1200,111240,0
0,drum4,quantized_exact,10,0.9536142062524594,0.6666666666666666,0.9848484848484845,1200,111240,1
0,drum4,quantized_exact,15,0.9589981979556493,0.6875,0.9823348694316439,1200,111240,1
0,drum4,quantized_exact,20,0.9630162102658528,0.7222222222222222,0.9773627617430669,1200,111240,3
0,drum4,quantized_exact,25,0.9668057483052375,0.7391304347826086,0.9800117577895346,1200,111240,7
0,drum4,quantized_exact,30,0.9702388624315169,0.7857142857142857,0.9812686249467854,1200,111240,2
0,drum4,quantized_exact,35,0.9734075103780808,0.8235294117647058,0.9846743295019161,1200,111240,3
0,drum4,quantized_exact,40,0.9763528153857028,0.8235294117647058,0.9873737373737368,1200,111240,3
0,drum4,quantized_exact,45,0.9788965329133862,0.8717948717948718,0.9891402714932125,1200,111240,8
0,drum4,quantized_exact,50,0.9811427846920471,0.8695652173913043,0.990668402777778,1200,111240,2
0,drum6,float,5,0.9855848501463436,0.6,1.0,1200,111240,0
0,drum6,float,10,0.987140579907574,0.6666666666666666,0.9989898989898991,1200,111240,0
0,drum6,float,15,0.9886364063212667,0.7857142857142857,0.9975369458128079,1200,111240,0
0,drum6,float,20,0.9896481027752299,0.8235294117647058,0.9963541666666668,1200,111240,0
0,drum6,float,25,0.9905986299626791,0.8695652173913043,0.9980888676540851,1200,111240,0
0,drum6,float,30,0.9916440642366274,0.88,0.9968694096601074,1200,111240,0
0,drum6,float,35,0.9924626635676445,0.8857142857142857,0.996700879765396,1200,111240,0
0,drum6,float,40,0.9932029813131494,0.9166666666666666,0.9981294425738869,1200,111240,1
0,drum6,float,45,0.9940247592864928,0.925,0.997929606625259,1200,111240,1
0,drum6,float,50,0.9946038345666219,0.9318181818181818,0.9986979166666666,1200,111240,0
0,drum6,quantized_exact,5,0.9855778770649571,0.6,1.0,1200,111240,0
0,drum6,quantized_exact,10,0.9871405611440441,0.6666666666666666,0.9989898989898991,1200,111240,0
0,drum6,quantized_exact,15,0.9886345868073873,0.7857142857142857,0.9975369458128079,1200,111240,0
0,drum6,quantized_exact,20,0.9896491687648561,0.8235294117647058,0.9963541666666668,1200,111240,0
0,drum6,quantized_exact,25,0.9905976798291309,0.8695652173913043,0.9980888676540851,1200,111240,0
0,drum6,quantized_exact,30,0.9916459621367756,0.88,0.9968694096601074,1200,111240,0
0,drum6,quantized_exact,35,0.992462031057992,0.8857142857142857,0.996700879765396,1200,111240,0
0,drum6,quantized_exact,40,0.9932055325919555,0.9166666666666666,0.9981294425738869,1200,111240,1
0,drum6,quantized_exact,45,0.9940242102907172,0.925,0.997929606625259,1200,111240,1
0,drum6,quantized_exact,50,0.9945993250985116,0.9318181818181818,0.9986979166666666,1200,111240,0
0,exact_int16,float,5,0.9999509004342811,0.8,1.0,1200,111240,0
0,exact_int16,float,10,0.9999582972199713,0.8888888888888888,1.0,1200,111240,0
0,exact_int16,float,15,0.9999614559311814,0.9230769230769231,1.0,1200,111240,0
0,exact_int16,float,20,0.9999553456497758,0.9411764705882353,1.0,1200,111240,0
0,exact_int16,float,25,0.9999681470756477,0.9523809523809523,1.0,1200,111240,0
0,exact_int16,float,30,0.9999689069239818,0.96,1.0,1200,111240,0
0,exact_int16,float,35,0.9999673491995388,0.9655172413793104,1.0,1200,111240,0
0,exact_int16,float,40,0.9999716825693554,0.9696969696969697,1.0,1200,111240,0
