sample,design,baseline,percent,mean_overlap,min_overlap,max_overlap,groups,query_rows,boundary_tie_rows
0,exact_int16,float,50,0.9999832714376526,0.975609756097561,1.0,72,5832,0
0,exact_int16,quantized_exact,5,1.0,1.0,1.0,72,5832,0
0,exact_int16,quantized_exact,10,1.0,1.0,1.0,72,5832,0
0,exact_int16,quantized_exact,15,1.0,1.0,1.0,72,5832,0
0,exact_int16,quantized_exact,20,1.0,1.0,1.0,72,5832,0
0,exact_int16,quantized_exact,25,1.0,1.0,1.0,72,5832,0
0,exact_int16,quantized_exact,30,1.0,1.0,1.0,72,5832,0
0,exact_int16,quantized_exact,35,1.0,1.0,1.0,72,5832,0
0,exact_int16,quantized_exact,40,1.0,1.0,1.0,72,5832,0
0,exact_int16,quantized_exact,45,1.0,1.0,1.0,72,5832,0
0,exact_int16,quantized_exact,50,1.0,1.0,1.0,72,5832,0
0,mitchell,float,5,0.980246913580247,0.6,1.0,72,5832,0
0,mitchell,float,10,0.9824531321444899,0.7777777777777778,0.9945130315500684,72,5832,0
0,mitchell,float,15,0.9841985860504374,0.7692307692307693,0.9943019943019943,72,5832,0
0,mitchell,float,20,0.9839929799080119,0.8823529411764706,0.9934640522875815,72,5832,0
0,mitchell,float,25,0.9856620288719048,0.8571428571428571,0.9929453262786595,72,5832,0
0,mitchell,float,30,0.9866392318244167,0.88,0.9920987654320987,72,5832,0
0,mitchell,float,35,0.9878198760701957,0.896551724137931,0.9923371647509582,72,5832,0
0,mitchell,float,40,0.9887402834933696,0.9090909090909091,0.9936401047512157,72,5832,0
0,mitchell,float,45,0.9894663181700218,0.918918918918919,0.9943276609943278,72,5832,0
0,mitchell,float,50,0.9904270801967274,0.926829268292683,0.9948810599217103,72,5832,0
0,mitchell,quantized_exact,5,0.980246913580247,0.6,1.0,72,5832,0
0,mitchell,quantized_exact,10,0.9824340801707054,0.7777777777777778,0.9945130315500684,72,5832,0
0,mitchell,quantized_exact,15,0.9842117758784421,0.7692307692307693,0.9943019943019943,72,5832,0
0,mitchell,quantized_exact,20,0.9840030662470745,0.8823529411764706,0.9934640522875815,72,5832,0
0,mitchell,quantized_exact,25,0.9856538637402831,0.8571428571428571,0.9929453262786595,72,5832,0
0,mitchell,quantized_exact,30,0.9866460905349792,0.88,0.9920987654320987,72,5832,0
0,mitchell,quantized_exact,35,0.9878198760701957,0.896551724137931,0.9923371647509582,72,5832,0
0,mitchell,quantized_exact,40,0.9887454794862198,0.9090909090909091,0.9936401047512157,72,5832,0
0,mitchell,quantized_exact,45,0.9894663181700218,0.918918918918919,0.9943276609943278,72,5832,0
0,mitchell,quantized_exact,50,0.9904312623373145,0.926829268292683,0.9948810599217103,72,5832,0
1,dlzs_snap_k,float,5,0.8748039215686269,0.2,0.9764705882352941,72,6120,0
1,dlzs_snap_k,float,10,0.89513435003631,0.4444444444444444,0.9816993464052286,72,6120,0
1,dlzs_snap_k,float,15,0.9038461538461529,0.5384615384615384,0.9411764705882343,72,6120,0
1,dlzs_snap_k,float,20,0.9087562475970768,0.6470588235294118,0.9404844290657429,72,6120,0
1,dlzs_snap_k,float,25,0.9152926322043962,0.7272727272727273,0.9390374331550794,72,6120,0
1,dlzs_snap_k,float,30,0.9208647561588733,0.6923076923076923,0.9470588235294111,72,6120,0
1,dlzs_snap_k,float,35,0.9276525054466229,0.7333333333333333,0.9498039215686275,72,6120,0
1,dlzs_snap_k,float,40,0.9328767781622442,0.7352941176470589,0.9584775086505178,72,6120,0
1,dlzs_snap_k,float,45,0.9391486509133559,0.7692307692307693,0.9641025641025636,72,6120,0
1,dlzs_snap_k,float,50,0.9436198510411925,0.7674418604651163,0.9674418604651168,72,6120,0
1,dlzs_snap_k,quantized_exact,5,0.8748366013071889,0.2,0.9764705882352941,72,6120,0
1,dlzs_snap_k,quantized_exact,10,0.8950798838053733,0.4444444444444444,0.9816993464052286,72,6120,0
1,dlzs_snap_k,quantized_exact,15,0.9038461538461529,0.5384615384615384,0.9411764705882343,72,6120,0
